rentree;Rentree universitaire;niv_geo;reg_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissemen;sexe;sexe_de_l_etudiant;Nombre total d’étudiants inscrits;A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2006;2006-07;Région;Occitanie;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;268.0;non;;oui;268.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2006;2006-07;Région;Occitanie;INP;Instituts nationaux polytechniques (INP);PU;Établissements publics;1;Masculin;2069.0;non;;oui;1462.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2006;2006-07;Région;Occitanie;UNIV;Universités;PU;Établissements publics;2;Feminin;75642.0;oui;3543;oui;307.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2006;2006-07;Région;Auvergne-Rhône-Alpes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;1047.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2006;2006-07;Région;Auvergne-Rhône-Alpes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;1381.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;UNIV;Universités;PU;Établissements publics;1;Masculin;75319.0;oui;10274;oui;2378.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;190.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;3507.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;2058.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;16.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;2803.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;1841.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;77596.0;oui;3083;oui;717.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;11457.0;non;;oui;27.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Corse;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;38.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;72.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;71.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;225.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;24.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;3019.0;oui;154;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;50.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R99;R99;;;
2005;2005-06;Région;;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;7.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R99;R99;;;
2011;2011-12;Région;Centre-Val de Loire;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;2314.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2011;2011-12;Région;Centre-Val de Loire;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1271.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1038.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;287.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;164.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;1236.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;532.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;169.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;17.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1096.0;non;;oui;1096.0;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;982.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Bourgogne-Franche-Comté;UNIV;Universités;PU;Établissements publics;2;Feminin;25288.0;oui;2133;oui;170.0;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2011;2011-12;Région;Normandie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;40.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Normandie;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;445.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Normandie;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;49.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Normandie;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;390.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Normandie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;32256.0;oui;3887;oui;2067.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Normandie;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;8305.0;non;;oui;674.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Normandie;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;7828.0;non;;oui;1950.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Normandie;UNIV;Universités;PU;Établissements publics;1;Masculin;23842.0;oui;3887;oui;489.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2011;2011-12;Région;Hauts-de-France;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;2721.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;562.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;1217.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;572.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;4385.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;62.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;6673.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;675.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;2455.0;non;;oui;2455.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;3764.0;non;;oui;3764.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Hauts-de-France;UT;Universités de technologie (UT);PU;Établissements publics;1;Masculin;2603.0;non;;oui;1794.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2011;2011-12;Région;Grand Est;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;1065.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;202.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;3742.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;519.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;463.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;24248.0;oui;3170;oui;2903.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;2883.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;87705.0;oui;4780;oui;3372.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;UNIV;Universités;PU;Établissements publics;2;Feminin;39823.0;oui;2682;oui;807.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Grand Est;UT;Universités de technologie (UT);PU;Établissements publics;1;Masculin;1848.0;non;;oui;1168.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2011;2011-12;Région;Pays de la Loire;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1019.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;792.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;787.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;82.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;2861.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;2802.0;non;;oui;2802.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;45605.0;oui;1985;oui;1478.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;36948.0;oui;3418;oui;3646.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;UNIV;Universités;PU;Établissements publics;2;Feminin;35466.0;oui;1985;oui;279.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Pays de la Loire;UNIV;Universités;PU;Établissements publics;1;Masculin;26899.0;oui;3418;oui;1233.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2011;2011-12;Région;Bretagne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;215.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2011;2011-12;Région;Bretagne;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;1525.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2011;2011-12;Région;Bretagne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;582.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2011;2011-12;Région;Bretagne;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;1366.0;non;;oui;1366.0;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2011;2011-12;Région;Bretagne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;50161.0;oui;2315;oui;1599.0;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2011;2011-12;Région;Bretagne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;9194.0;non;;oui;1084.0;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2011;2011-12;Région;Nouvelle-Aquitaine;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;91.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2011;2011-12;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;168.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2011;2011-12;Région;Nouvelle-Aquitaine;GE;Grands établissements MENESR;PU;Établissements publics;2;Feminin;679.0;non;;oui;655.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2011;2011-12;Région;Nouvelle-Aquitaine;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;1892.0;non;;oui;1892.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2011;2011-12;Région;Nouvelle-Aquitaine;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;12911.0;non;;oui;1892.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2011;2011-12;Région;Occitanie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;365.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;1472.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;4086.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;21.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;2132.0;non;;oui;2132.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;6075.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;3651.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;19078.0;non;;oui;483.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Occitanie;UNIV;Universités;PU;Établissements publics;2;Feminin;81782.0;oui;3687;oui;371.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;1017.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;710.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;320.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;1041.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;2815.0;non;;oui;2815.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;1881.0;non;;oui;1881.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;108918.0;oui;10472;oui;12411.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;31339.0;non;;oui;1166.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2011;2011-12;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1966.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2011;2011-12;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;404.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2011;2011-12;Région;Provence-Alpes-Côte d'Azur;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;1097.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2011;2011-12;Région;Provence-Alpes-Côte d'Azur;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;33.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2009;2009-10;Région;Nouvelle-Aquitaine;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1943.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2009;2009-10;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;248.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2009;2009-10;Région;Nouvelle-Aquitaine;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;6084.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2009;2009-10;Région;Nouvelle-Aquitaine;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;378.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2009;2009-10;Région;Nouvelle-Aquitaine;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;434.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2009;2009-10;Région;Nouvelle-Aquitaine;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;269.0;non;;oui;269.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2009;2009-10;Région;Nouvelle-Aquitaine;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;3257.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2009;2009-10;Région;Occitanie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;2223.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;4168.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;55.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;3300.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;995.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;1774.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;391.0;non;;oui;391.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;7182.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;77563.0;oui;6723;oui;6686.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;13486.0;non;;oui;1180.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Occitanie;UNIV;Universités;PU;Établissements publics;2;Feminin;79159.0;oui;3881;oui;374.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;1094.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;2539.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;1452.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;2;Feminin;792.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;3235.0;non;;oui;3018.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;1045.0;non;;oui;1045.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;7953.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;20957.0;non;;oui;1802.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Auvergne-Rhône-Alpes;UNIV;Universités;PU;Établissements publics;2;Feminin;104025.0;oui;6737;oui;771.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2009;2009-10;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;251.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2009;2009-10;Région;Provence-Alpes-Côte d'Azur;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;90.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
